Working Directory: `C:\Users\Sami\Desktop\SRT\Code\Translation_to_keyboard_code`
Log File `./LogFiles/Log20200214_1100.txt` opened OK.
CSV File `./LogFiles/Log20200214_1100.csv` opened OK.
20200214_110052,0.209776,Information,3,1,1,0,There are 1 MIDI Output ports available.
20200214_110052,0.209947,Information,3,1,1,0,Output port #1: Microsoft GS Wavetable Synth 0
20200214_110052,0.210914,Information,3,1,1,0,Sensor 3 is Leddartech
20200214_110052,0.210929,Information,3,1,1,0,Location 1 is Side
20200214_110052,0.210939,Information,3,1,1,0,Song 1 is one-finger scales
20200214_110052,0.210949,Information,3,1,1,0,Trial # is 0
20200214_110052,0.210966,Information,3,1,1,0,Attempting to start the realsense
20200214_110053,0.772525,Information,3,1,1,0,At begining of Master Control's loop
20200214_110053,0.778072,DEBUG!,3,1,1,0,======================
20200214_110053,0.778110,DEBUG!,3,1,1,0,Keyboard Resetting keys played
20200214_110053,0.778129,DEBUG!,3,1,1,0,In Realsense GetPointCloud
20200214_110053,0.778145,DEBUG!,3,1,1,0,Never leaving Realsense GetPointCloud
20200214_110053,1.256486,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=0, Coord=[-44.588196, -15.450008, 90.800003], FinalFingerPos=[65.500003, -39.508196, -13.150008], Midi=[None]
20200214_110053,1.256523,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=1, Coord=[-44.568096, -15.739271, 92.500008], FinalFingerPos=[67.200008, -39.488096, -13.439271], Midi=[None]
20200214_110053,1.256551,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=2, Coord=[-44.752865, -16.113611, 94.700005], FinalFingerPos=[69.400005, -39.672865, -13.813611], Midi=[None]
20200214_110053,1.256579,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=3, Coord=[-44.711636, -16.419888, 96.500000], FinalFingerPos=[71.200000, -39.631636, -14.119888], Midi=[None]
20200214_110053,1.256607,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=4, Coord=[-44.591724, -16.709150, 98.200005], FinalFingerPos=[72.900005, -39.511724, -14.409150], Midi=[None]
20200214_110053,1.256635,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=5, Coord=[-44.484871, -17.015427, 100.000000], FinalFingerPos=[74.700000, -39.404871, -14.715427], Midi=[None]
20200214_110053,1.256662,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=6, Coord=[-44.475437, -17.372751, 102.100006], FinalFingerPos=[76.800006, -39.395437, -15.072751], Midi=[None]
20200214_110053,1.256690,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=7, Coord=[-44.512455, -17.764107, 104.400002], FinalFingerPos=[79.100002, -39.432455, -15.464107], Midi=[None]
20200214_110053,1.256717,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=8, Coord=[-44.423531, -18.121431, 106.500008], FinalFingerPos=[81.200008, -39.343531, -15.821431], Midi=[None]
20200214_110053,1.256744,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=9, Coord=[-44.336582, -18.495770, 108.700005], FinalFingerPos=[83.400005, -39.256582, -16.195770], Midi=[None]
20200214_110053,1.256771,DEBUG!,3,1,1,0,In MC Loop, Realsense, Idx=10, Coord=[-44.208965, -18.870111, 110.900009], FinalFingerPos=[85.600009, -39.128965, -16.570111], Midi=[None]
